transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_frequency,average_transaction_amount,account_age_days,merchant_category,location,fraud_status
3858,15573280,2024-06-09 17:00:00,Deposit,256.57,26,2505.8,1990,Retail,Bangalore,Normal
3859,15629338,2024-06-09 18:00:00,Deposit,3339.83,45,517.45,273,Food,Bangalore,Normal
3860,15651001,2024-06-09 19:00:00,Transfer,2195.91,30,241.54,250,Retail,Hyderabad,Normal
3861,15582325,2024-06-09 20:00:00,Deposit,1448.51,22,12169.11,1209,Bills,Chennai,Normal
3862,15681554,2024-06-09 21:00:00,Transfer,5931.84,16,3792.59,1436,Online,Mumbai,Normal
3863,15579915,2024-06-09 22:00:00,Deposit,7337.21,30,438.43,1801,Online,Hyderabad,Normal
3864,15594815,2024-06-09 23:00:00,Withdrawal,1403.79,16,7791.93,1373,Online,Delhi,Normal
3865,15589320,2024-06-10 00:00:00,Withdrawal,253.56,38,2958.38,2450,Travel,Delhi,Normal
3866,15806332,2024-06-10 01:00:00,Deposit,9444.2,24,5912.45,560,Retail,Chennai,Normal
3867,15668270,2024-06-10 02:00:00,Payment,50.05,36,542.16,2292,Bills,Bangalore,Normal
3868,15616922,2024-06-10 03:00:00,Withdrawal,13832.04,35,9496.77,2444,Travel,Hyderabad,Normal
3869,15672983,2024-06-10 04:00:00,Transfer,4939.2,6,3571.62,2191,Travel,Mumbai,Normal
3870,15651280,2024-06-10 05:00:00,Deposit,1941.91,4,5361.62,54,Food,Hyderabad,Normal
3871,15651943,2024-06-10 06:00:00,Transfer,1414.98,18,127.53,1174,Bills,Chennai,Normal
3872,15799480,2024-06-10 07:00:00,Payment,45.23,6,1515.13,1795,Online,Hyderabad,Normal
3873,15790846,2024-06-10 08:00:00,Deposit,1342.48,26,1244.87,2688,Online,Chennai,Normal
3874,15732621,2024-06-10 09:00:00,Withdrawal,740.92,37,11950.66,887,Food,Chennai,Normal
3875,15643903,2024-06-10 10:00:00,Transfer,4735.89,27,819.93,1056,Online,Chennai,Normal
3876,15607629,2024-06-10 11:00:00,Withdrawal,910.88,41,4911.04,927,Retail,Hyderabad,Normal
3877,15804602,2024-06-10 12:00:00,Withdrawal,3760.56,11,174.78,802,Online,Delhi,Normal
3878,15646609,2024-06-10 13:00:00,Deposit,4459.41,38,881.01,2522,Retail,Mumbai,Normal
3879,15714087,2024-06-10 14:00:00,Transfer,1769.41,16,1653.57,49,Food,Chennai,Normal
3880,15752984,2024-06-10 15:00:00,Payment,178.47,19,6329.35,1257,Food,Bangalore,Normal
3881,15706232,2024-06-10 16:00:00,Withdrawal,189.83,43,6242.14,835,Retail,Chennai,Normal
3882,15802381,2024-06-10 17:00:00,Deposit,133.5,15,12196.69,1410,Online,Hyderabad,Normal
3883,15688071,2024-06-10 18:00:00,Deposit,6718.56,26,9944.47,2205,Food,Chennai,Normal
3884,15787318,2024-06-10 19:00:00,Payment,1913.7,41,340.12,2435,Food,Bangalore,Normal
3885,15770995,2024-06-10 20:00:00,Deposit,7955.54,31,7084.72,910,Retail,Delhi,Normal
3886,15699637,2024-06-10 21:00:00,Withdrawal,2825.82,19,2399.89,1363,Food,Hyderabad,Normal
3887,15623196,2024-06-10 22:00:00,Deposit,3016.52,24,8036.26,1714,Online,Hyderabad,Normal
3888,15762418,2024-06-10 23:00:00,Transfer,3596.25,9,374.11,2994,Food,Hyderabad,Normal
3889,15662574,2024-06-11 00:00:00,Transfer,6241.91,23,6921.21,1635,Retail,Bangalore,Normal
3890,15609058,2024-06-11 01:00:00,Withdrawal,1597.6,4,695.71,1137,Online,Hyderabad,Normal
3891,15721793,2024-06-11 02:00:00,Transfer,648.19,10,1624.91,2587,Bills,Delhi,Normal
3892,15610765,2024-06-11 03:00:00,Payment,4060.3,9,117.09,473,Retail,Mumbai,Normal
3893,15642833,2024-06-11 04:00:00,Deposit,1979.88,19,528.32,2072,Bills,Mumbai,Normal
3894,15786200,2024-06-11 05:00:00,Withdrawal,2921.39,15,2360.38,1258,Food,Chennai,Normal
3895,15795571,2024-06-11 06:00:00,Payment,5205.68,34,6822.44,1541,Online,Mumbai,Normal
3896,15777904,2024-06-11 07:00:00,Deposit,3407.34,42,5943.04,808,Food,Bangalore,Normal
3897,15700964,2024-06-11 08:00:00,Payment,4841.59,19,1073.08,2329,Online,Mumbai,Normal
3898,15624323,2024-06-11 09:00:00,Withdrawal,3928.51,49,658.04,1776,Travel,Bangalore,Normal
3899,15649414,2024-06-11 10:00:00,Withdrawal,6731.45,21,1972.36,1908,Food,Bangalore,Normal
3900,15626806,2024-06-11 11:00:00,Payment,6119.8,34,8591.51,1084,Food,Chennai,Normal
3901,15697183,2024-06-11 12:00:00,Deposit,3819.89,17,383.51,450,Food,Mumbai,Normal
3902,15667476,2024-06-11 13:00:00,Transfer,5680.06,18,3131.53,1881,Retail,Chennai,Normal
3903,15576124,2024-06-11 14:00:00,Transfer,10339.92,17,372.0,2138,Online,Hyderabad,Normal
3904,15809736,2024-06-11 15:00:00,Payment,2830.56,2,2541.11,608,Online,Delhi,Normal
3905,15583278,2024-06-11 16:00:00,Withdrawal,2661.63,1,542.32,1279,Online,Mumbai,Normal
3906,15715796,2024-06-11 17:00:00,Deposit,7224.82,43,334.99,2016,Retail,Hyderabad,Normal
3907,15637354,2024-06-11 18:00:00,Deposit,4368.0,10,847.08,1388,Online,Hyderabad,Normal
3908,15743538,2024-06-11 19:00:00,Withdrawal,368.27,37,1178.86,2656,Food,Chennai,Normal
3909,15672894,2024-06-11 20:00:00,Transfer,11133.31,48,1293.32,2717,Bills,Chennai,Normal
3910,15756167,2024-06-11 21:00:00,Deposit,156.33,5,4145.57,140,Travel,Delhi,Normal
3911,15765257,2024-06-11 22:00:00,Payment,6899.5,12,226.2,520,Online,Delhi,Normal
3912,15788556,2024-06-11 23:00:00,Transfer,7110.52,36,337.05,1325,Retail,Delhi,Normal
3913,15780835,2024-06-12 00:00:00,Payment,15299.87,31,836.5,1866,Retail,Delhi,Normal
3914,15777060,2024-06-12 01:00:00,Transfer,278.27,38,8224.87,2111,Online,Chennai,Normal
3915,15686219,2024-06-12 02:00:00,Withdrawal,4542.32,9,3961.96,2289,Bills,Bangalore,Normal
3916,15678210,2024-06-12 03:00:00,Payment,2791.69,44,5242.81,1426,Online,Chennai,Normal
3917,15589204,2024-06-12 04:00:00,Payment,2007.11,26,1850.44,2202,Retail,Bangalore,Normal
3918,15782456,2024-06-12 05:00:00,Withdrawal,473.3,15,959.23,1771,Travel,Chennai,Normal
3919,15705707,2024-06-12 06:00:00,Payment,4135.15,16,154.8,923,Bills,Chennai,Normal
3920,15737521,2024-06-12 07:00:00,Transfer,3260.42,13,2681.91,2408,Online,Delhi,Normal
3921,15587690,2024-06-12 08:00:00,Deposit,552.17,25,3415.9,1905,Travel,Bangalore,Normal
3922,15727041,2024-06-12 09:00:00,Deposit,4740.06,30,9092.21,1979,Online,Hyderabad,Normal
3923,15588535,2024-06-12 10:00:00,Withdrawal,6696.16,7,8551.44,1623,Bills,Hyderabad,Normal
3924,15665168,2024-06-12 11:00:00,Transfer,7289.56,4,2211.35,441,Retail,Hyderabad,Normal
3925,15687171,2024-06-12 12:00:00,Payment,11789.07,43,2203.66,1452,Bills,Delhi,Normal
3926,15726796,2024-06-12 13:00:00,Payment,2633.68,40,702.76,1706,Food,Hyderabad,Normal
3927,15789863,2024-06-12 14:00:00,Deposit,15295.79,38,1190.65,1216,Online,Chennai,Normal
3928,15730161,2024-06-12 15:00:00,Payment,10028.33,30,10396.62,1676,Travel,Delhi,Normal
3929,15661507,2024-06-12 16:00:00,Deposit,1758.45,10,608.11,2741,Travel,Hyderabad,Normal
3930,15714397,2024-06-12 17:00:00,Withdrawal,867.5,30,13856.49,1118,Bills,Delhi,Normal
3931,15686835,2024-06-12 18:00:00,Payment,2858.09,39,2810.68,1269,Bills,Chennai,Normal
3932,15568238,2024-06-12 19:00:00,Transfer,2569.98,7,2439.69,632,Bills,Delhi,Normal
3933,15611365,2024-06-12 20:00:00,Payment,4286.8,36,767.73,1967,Travel,Hyderabad,Normal
3934,15569187,2024-06-12 21:00:00,Deposit,4377.98,35,4333.41,55,Retail,Delhi,Normal
3935,15583026,2024-06-12 22:00:00,Withdrawal,6931.21,24,2463.6,2746,Travel,Mumbai,Normal
3936,15780220,2024-06-12 23:00:00,Deposit,3565.63,39,1852.35,613,Retail,Hyderabad,Normal
3937,15669945,2024-06-13 00:00:00,Payment,553.67,36,1228.91,1097,Bills,Chennai,Normal
3938,15637522,2024-06-13 01:00:00,Deposit,9769.91,45,275.2,1143,Food,Bangalore,Normal
3939,15723720,2024-06-13 02:00:00,Deposit,1853.61,20,2930.28,1186,Travel,Delhi,Normal
3940,15786153,2024-06-13 03:00:00,Withdrawal,17753.85,49,1501.15,1214,Bills,Delhi,Normal
3941,15794056,2024-06-13 04:00:00,Transfer,627.02,32,4922.16,1797,Travel,Hyderabad,Normal
3942,15627801,2024-06-13 05:00:00,Payment,15880.42,39,5142.5,409,Bills,Hyderabad,Normal
3943,15651315,2024-06-13 06:00:00,Withdrawal,477.12,49,1614.51,1314,Travel,Mumbai,Normal
3944,15803456,2024-06-13 07:00:00,Transfer,1313.56,26,4424.01,1436,Online,Chennai,Normal
3945,15674328,2024-06-13 08:00:00,Deposit,238.5,26,1197.27,398,Travel,Delhi,Normal
3946,15679148,2024-06-13 09:00:00,Transfer,6105.82,36,5195.68,1130,Online,Delhi,Normal
3947,15649793,2024-06-13 10:00:00,Deposit,9495.57,43,64.83,2286,Retail,Bangalore,Normal
3948,15706128,2024-06-13 11:00:00,Deposit,2846.43,35,657.65,1066,Travel,Delhi,Normal
3949,15669664,2024-06-13 12:00:00,Withdrawal,13191.83,43,1124.2,1974,Retail,Delhi,Normal
3950,15634551,2024-06-13 13:00:00,Deposit,4461.64,35,5930.08,1623,Food,Mumbai,Normal
3951,15655298,2024-06-13 14:00:00,Withdrawal,4971.36,12,274.73,1951,Online,Bangalore,Normal
3952,15734565,2024-06-13 15:00:00,Transfer,9335.19,33,833.3,54,Travel,Delhi,Normal
3953,15718406,2024-06-13 16:00:00,Transfer,1760.57,36,1776.56,575,Retail,Delhi,Normal
3954,15756850,2024-06-13 17:00:00,Deposit,2186.84,14,36.87,1193,Bills,Chennai,Normal
3955,15674851,2024-06-13 18:00:00,Withdrawal,11819.75,33,5743.97,304,Retail,Delhi,Normal
3956,15607263,2024-06-13 19:00:00,Deposit,11561.33,46,3284.88,2951,Travel,Mumbai,Normal
3957,15790810,2024-06-13 20:00:00,Withdrawal,18750.11,45,9237.61,2299,Food,Delhi,Suspicious
3958,15677828,2024-06-13 21:00:00,Withdrawal,11605.7,45,126.09,2952,Online,Delhi,Normal
3959,15725355,2024-06-13 22:00:00,Withdrawal,681.23,24,1266.47,1182,Bills,Hyderabad,Normal
3960,15696287,2024-06-13 23:00:00,Transfer,8678.53,15,5255.92,1376,Retail,Delhi,Normal
3961,15747345,2024-06-14 00:00:00,Withdrawal,2636.8,31,4497.56,1486,Travel,Bangalore,Normal
3962,15606944,2024-06-14 01:00:00,Transfer,23443.5,17,1113.87,2295,Travel,Hyderabad,Suspicious
3963,15664802,2024-06-14 02:00:00,Withdrawal,3195.96,12,3622.27,1900,Online,Bangalore,Normal
3964,15771222,2024-06-14 03:00:00,Transfer,4035.34,22,6314.81,1301,Bills,Bangalore,Normal
3965,15769308,2024-06-14 04:00:00,Payment,3772.72,23,135.8,140,Retail,Mumbai,Normal
3966,15725698,2024-06-14 05:00:00,Transfer,1941.1,26,5058.13,2893,Retail,Delhi,Normal
3967,15566633,2024-06-14 06:00:00,Transfer,389.93,14,1161.93,1785,Retail,Bangalore,Normal
3968,15571081,2024-06-14 07:00:00,Deposit,11300.08,12,11814.62,737,Online,Delhi,Normal
3969,15715527,2024-06-14 08:00:00,Withdrawal,8114.54,4,3090.67,2224,Online,Delhi,Normal
3970,15691170,2024-06-14 09:00:00,Payment,751.36,46,135.82,1397,Bills,Mumbai,Normal
3971,15640407,2024-06-14 10:00:00,Deposit,7497.72,13,2066.24,1558,Retail,Mumbai,Normal
3972,15636860,2024-06-14 11:00:00,Withdrawal,4915.45,18,13562.44,581,Retail,Bangalore,Normal
3973,15602554,2024-06-14 12:00:00,Payment,2630.91,43,5242.86,163,Bills,Bangalore,Normal
3974,15804072,2024-06-14 13:00:00,Payment,1465.29,28,1429.44,2541,Bills,Hyderabad,Normal
3975,15568429,2024-06-14 14:00:00,Payment,9820.89,38,3425.18,2941,Bills,Delhi,Normal
3976,15568595,2024-06-14 15:00:00,Withdrawal,6023.0,41,3656.19,2043,Travel,Delhi,Normal
3977,15606386,2024-06-14 16:00:00,Payment,3967.49,44,94.5,1216,Bills,Mumbai,Normal
3978,15612505,2024-06-14 17:00:00,Payment,4702.51,19,788.12,2533,Food,Mumbai,Normal
3979,15585580,2024-06-14 18:00:00,Deposit,477.41,46,3209.86,1114,Online,Bangalore,Normal
3980,15567335,2024-06-14 19:00:00,Transfer,3211.51,47,2061.7,1058,Bills,Hyderabad,Normal
3981,15615820,2024-06-14 20:00:00,Withdrawal,1076.5,43,843.07,1090,Travel,Hyderabad,Normal
3982,15639590,2024-06-14 21:00:00,Transfer,1168.39,38,5925.39,2537,Food,Mumbai,Normal
3983,15719561,2024-06-14 22:00:00,Deposit,5413.26,46,2685.5,1790,Travel,Mumbai,Normal
3984,15810390,2024-06-14 23:00:00,Transfer,12110.01,3,1484.1,2052,Travel,Hyderabad,Normal
3985,15776947,2024-06-15 00:00:00,Payment,2585.53,19,705.41,1781,Travel,Hyderabad,Normal
3986,15690175,2024-06-15 01:00:00,Payment,1164.39,20,3778.38,2216,Travel,Bangalore,Normal
3987,15814209,2024-06-15 02:00:00,Withdrawal,5231.24,25,4389.59,2695,Retail,Hyderabad,Normal
3988,15649297,2024-06-15 03:00:00,Withdrawal,10246.97,11,4429.77,2757,Online,Delhi,Normal
3989,15577999,2024-06-15 04:00:00,Withdrawal,6897.96,17,995.32,2676,Retail,Hyderabad,Normal
3990,15634719,2024-06-15 05:00:00,Deposit,10153.53,49,3618.82,625,Food,Chennai,Normal
3991,15596088,2024-06-15 06:00:00,Withdrawal,3845.33,35,9432.66,40,Retail,Hyderabad,Normal
3992,15654495,2024-06-15 07:00:00,Deposit,6969.14,14,1742.8,2404,Food,Mumbai,Normal
3993,15629545,2024-06-15 08:00:00,Payment,754.49,39,946.77,1751,Bills,Mumbai,Normal
3994,15723737,2024-06-15 09:00:00,Transfer,2140.66,19,5916.26,2456,Food,Chennai,Normal
3995,15581252,2024-06-15 10:00:00,Payment,2467.79,3,778.63,2308,Retail,Delhi,Normal
3996,15570002,2024-06-15 11:00:00,Payment,3579.99,34,1170.77,1194,Retail,Hyderabad,Normal
3997,15680046,2024-06-15 12:00:00,Payment,13230.76,49,424.31,647,Food,Hyderabad,Normal
3998,15598275,2024-06-15 13:00:00,Withdrawal,10369.15,41,1247.21,794,Retail,Chennai,Normal
3999,15701412,2024-06-15 14:00:00,Withdrawal,722.39,22,2112.8,78,Food,Bangalore,Normal
4000,15643752,2024-06-15 15:00:00,Withdrawal,948.48,38,265.23,480,Travel,Bangalore,Normal
4001,15566790,2024-06-15 16:00:00,Transfer,2213.04,27,8213.81,1828,Online,Delhi,Normal
4002,15693259,2024-06-15 17:00:00,Withdrawal,1717.69,21,2883.51,520,Food,Hyderabad,Normal
4003,15749851,2024-06-15 18:00:00,Deposit,4769.59,41,3547.93,1922,Travel,Hyderabad,Normal
4004,15739292,2024-06-15 19:00:00,Payment,11653.69,31,1856.31,1462,Travel,Hyderabad,Normal
4005,15738181,2024-06-15 20:00:00,Transfer,16389.35,27,4432.65,2484,Travel,Mumbai,Normal
4006,15566543,2024-06-15 21:00:00,Transfer,5300.85,37,2261.0,1104,Travel,Bangalore,Normal
4007,15619304,2024-06-15 22:00:00,Transfer,9105.71,2,5730.42,2252,Food,Chennai,Normal
4008,15720155,2024-06-15 23:00:00,Transfer,3724.33,47,6890.47,1314,Retail,Mumbai,Normal
4009,15590637,2024-06-16 00:00:00,Transfer,1168.03,9,4457.13,2557,Travel,Mumbai,Normal
4010,15741417,2024-06-16 01:00:00,Deposit,3718.92,19,2703.87,1787,Bills,Bangalore,Normal
4011,15689952,2024-06-16 02:00:00,Payment,4049.33,42,6097.99,252,Travel,Hyderabad,Normal
4012,15579892,2024-06-16 03:00:00,Transfer,6782.85,36,2727.13,298,Retail,Delhi,Normal
4013,15689616,2024-06-16 04:00:00,Payment,1241.56,10,472.93,2887,Retail,Chennai,Normal
4014,15682369,2024-06-16 05:00:00,Withdrawal,2296.79,40,494.73,2970,Online,Bangalore,Normal
4015,15679743,2024-06-16 06:00:00,Transfer,2263.0,45,11871.16,930,Online,Delhi,Normal
4016,15633854,2024-06-16 07:00:00,Transfer,16024.81,39,960.97,948,Travel,Bangalore,Normal
4017,15782390,2024-06-16 08:00:00,Payment,2934.44,7,6769.65,2395,Travel,Bangalore,Normal
4018,15604832,2024-06-16 09:00:00,Transfer,7034.4,4,1133.2,414,Online,Bangalore,Normal
4019,15776404,2024-06-16 10:00:00,Transfer,6947.73,15,2253.95,1639,Travel,Bangalore,Normal
4020,15576368,2024-06-16 11:00:00,Transfer,1543.13,12,4256.24,655,Bills,Hyderabad,Normal
4021,15611318,2024-06-16 12:00:00,Deposit,4241.64,48,692.02,1253,Food,Mumbai,Normal
4022,15798975,2024-06-16 13:00:00,Deposit,11235.89,6,5346.16,1937,Online,Bangalore,Normal
4023,15688395,2024-06-16 14:00:00,Transfer,3223.67,9,4683.61,2720,Online,Delhi,Normal
4024,15587174,2024-06-16 15:00:00,Deposit,14512.8,35,3133.01,1392,Retail,Delhi,Normal
4025,15745533,2024-06-16 16:00:00,Withdrawal,1206.91,8,3337.83,2781,Travel,Delhi,Normal
4026,15772423,2024-06-16 17:00:00,Transfer,385.26,7,447.18,1744,Online,Mumbai,Normal
4027,15722090,2024-06-16 18:00:00,Withdrawal,11102.9,4,2290.44,2382,Online,Mumbai,Normal
4028,15773487,2024-06-16 19:00:00,Payment,9408.9,13,362.2,1805,Bills,Delhi,Normal
4029,15662063,2024-06-16 20:00:00,Withdrawal,24524.54,19,1471.89,1298,Travel,Hyderabad,Normal
4030,15646609,2024-06-16 21:00:00,Payment,5687.7,7,9222.85,871,Food,Mumbai,Normal
4031,15658675,2024-06-16 22:00:00,Transfer,13798.4,10,3418.28,1682,Bills,Mumbai,Normal
4032,15632859,2024-06-16 23:00:00,Payment,8770.85,25,5430.1,1261,Food,Hyderabad,Normal
4033,15626212,2024-06-17 00:00:00,Payment,9303.18,44,3412.19,1777,Retail,Bangalore,Normal
4034,15711602,2024-06-17 01:00:00,Withdrawal,4209.88,35,863.86,2588,Online,Mumbai,Normal
4035,15760177,2024-06-17 02:00:00,Withdrawal,2409.28,25,3613.58,1312,Bills,Delhi,Normal
4036,15792151,2024-06-17 03:00:00,Withdrawal,13632.96,29,5632.33,2240,Food,Delhi,Normal
4037,15724834,2024-06-17 04:00:00,Transfer,2829.2,12,595.88,767,Travel,Hyderabad,Normal
4038,15589147,2024-06-17 05:00:00,Transfer,3869.83,47,6791.04,370,Retail,Delhi,Normal
4039,15801336,2024-06-17 06:00:00,Withdrawal,2953.98,40,3242.25,1981,Retail,Chennai,Normal
4040,15710687,2024-06-17 07:00:00,Transfer,4159.96,12,17.14,1811,Online,Delhi,Normal
4041,15715541,2024-06-17 08:00:00,Transfer,3179.16,6,2934.03,559,Online,Hyderabad,Normal
4042,15719479,2024-06-17 09:00:00,Payment,245.78,10,2014.55,63,Food,Hyderabad,Normal
4043,15757931,2024-06-17 10:00:00,Payment,10687.4,2,1406.45,352,Food,Hyderabad,Normal
4044,15592877,2024-06-17 11:00:00,Withdrawal,2938.48,45,5900.63,1234,Retail,Chennai,Normal
4045,15745527,2024-06-17 12:00:00,Transfer,4445.12,25,9190.39,2016,Food,Mumbai,Normal
4046,15595221,2024-06-17 13:00:00,Payment,749.39,7,5752.93,376,Online,Bangalore,Normal
4047,15580623,2024-06-17 14:00:00,Deposit,16.97,40,7503.33,1759,Retail,Delhi,Normal
4048,15807709,2024-06-17 15:00:00,Transfer,1407.11,23,9577.97,1245,Retail,Mumbai,Normal
4049,15585379,2024-06-17 16:00:00,Deposit,6096.89,48,9750.38,1632,Travel,Hyderabad,Normal
4050,15644280,2024-06-17 17:00:00,Withdrawal,522.33,11,487.04,2798,Travel,Mumbai,Normal
4051,15607263,2024-06-17 18:00:00,Transfer,11978.3,36,2438.06,1732,Food,Mumbai,Normal
4052,15672894,2024-06-17 19:00:00,Withdrawal,1210.5,49,1.15,274,Food,Chennai,Normal
4053,15774224,2024-06-17 20:00:00,Withdrawal,1144.51,48,2824.63,2755,Online,Hyderabad,Normal
4054,15810563,2024-06-17 21:00:00,Withdrawal,1001.46,23,10320.95,1861,Online,Hyderabad,Normal
4055,15787151,2024-06-17 22:00:00,Withdrawal,70.4,43,888.09,2992,Travel,Delhi,Normal
4056,15809263,2024-06-17 23:00:00,Withdrawal,7387.78,7,4084.23,2800,Retail,Delhi,Normal
4057,15762351,2024-06-18 00:00:00,Transfer,10398.59,27,4135.56,162,Bills,Delhi,Normal
4058,15702298,2024-06-18 01:00:00,Deposit,4761.7,13,699.1,2987,Bills,Delhi,Normal
4059,15592736,2024-06-18 02:00:00,Transfer,1042.51,17,1090.0,1400,Food,Mumbai,Normal
4060,15745295,2024-06-18 03:00:00,Transfer,1679.31,32,2479.75,2126,Bills,Mumbai,Normal
4061,15715709,2024-06-18 04:00:00,Transfer,3230.62,26,834.05,1117,Bills,Delhi,Normal
4062,15694677,2024-06-18 05:00:00,Payment,15433.31,22,3517.85,1677,Travel,Delhi,Normal
4063,15660429,2024-06-18 06:00:00,Payment,1420.78,13,2650.8,1921,Retail,Delhi,Normal
4064,15595303,2024-06-18 07:00:00,Transfer,6577.24,12,2929.2,1750,Online,Bangalore,Normal
4065,15811927,2024-06-18 08:00:00,Deposit,2894.17,7,577.64,1157,Travel,Delhi,Normal
4066,15718769,2024-06-18 09:00:00,Transfer,1768.02,1,2913.04,2290,Online,Bangalore,Normal
4067,15683758,2024-06-18 10:00:00,Withdrawal,3043.26,33,202.98,1570,Travel,Delhi,Normal
4068,15726855,2024-06-18 11:00:00,Payment,369.35,14,8532.56,148,Travel,Hyderabad,Normal
4069,15653997,2024-06-18 12:00:00,Payment,8014.48,47,1681.81,2933,Bills,Chennai,Normal
4070,15729763,2024-06-18 13:00:00,Transfer,1393.95,43,7761.15,2838,Online,Mumbai,Normal
4071,15749328,2024-06-18 14:00:00,Transfer,6462.42,41,4838.04,2756,Travel,Hyderabad,Normal
4072,15611579,2024-06-18 15:00:00,Deposit,353.98,17,5812.69,924,Bills,Chennai,Normal
4073,15760550,2024-06-18 16:00:00,Deposit,15516.43,4,1510.69,1295,Food,Bangalore,Normal
4074,15657468,2024-06-18 17:00:00,Withdrawal,1072.25,39,1033.76,2357,Online,Mumbai,Normal
4075,15744423,2024-06-18 18:00:00,Transfer,10716.9,1,2088.49,2501,Travel,Bangalore,Normal
4076,15622993,2024-06-18 19:00:00,Transfer,8289.81,41,98.1,392,Food,Bangalore,Normal
4077,15754649,2024-06-18 20:00:00,Transfer,17188.26,45,10041.18,1803,Bills,Mumbai,Normal
4078,15598884,2024-06-18 21:00:00,Payment,3249.39,24,1957.65,1770,Travel,Chennai,Normal
4079,15597951,2024-06-18 22:00:00,Withdrawal,6498.7,34,17881.37,343,Bills,Mumbai,Suspicious
4080,15766458,2024-06-18 23:00:00,Deposit,2315.82,34,5732.7,1566,Bills,Delhi,Normal
4081,15803337,2024-06-19 00:00:00,Payment,1018.96,24,335.77,1736,Bills,Bangalore,Normal
4082,15720847,2024-06-19 01:00:00,Payment,2926.63,15,4317.45,2847,Online,Delhi,Normal
4083,15753337,2024-06-19 02:00:00,Payment,906.1,17,1263.44,1116,Food,Mumbai,Normal
4084,15617482,2024-06-19 03:00:00,Payment,20099.33,13,1117.37,301,Food,Mumbai,Normal
4085,15582149,2024-06-19 04:00:00,Withdrawal,505.99,7,1185.88,1090,Retail,Chennai,Normal
4086,15779862,2024-06-19 05:00:00,Transfer,4448.39,9,9911.33,1819,Travel,Bangalore,Normal
4087,15612103,2024-06-19 06:00:00,Deposit,4923.7,44,2772.43,2420,Bills,Hyderabad,Normal
4088,15742480,2024-06-19 07:00:00,Deposit,3861.81,35,4428.24,2423,Travel,Mumbai,Normal
4089,15674583,2024-06-19 08:00:00,Payment,5426.3,23,1319.29,2310,Food,Hyderabad,Normal
4090,15787597,2024-06-19 09:00:00,Payment,617.51,47,2960.57,1019,Food,Bangalore,Normal
4091,15655360,2024-06-19 10:00:00,Withdrawal,4048.61,39,1723.75,2653,Bills,Delhi,Normal
4092,15659736,2024-06-19 11:00:00,Payment,1692.86,23,1549.36,2493,Online,Bangalore,Normal
4093,15621195,2024-06-19 12:00:00,Deposit,14081.75,26,1134.59,934,Bills,Chennai,Normal
4094,15727868,2024-06-19 13:00:00,Deposit,7178.93,1,2103.8,2344,Bills,Hyderabad,Normal
4095,15692132,2024-06-19 14:00:00,Transfer,17970.48,14,4315.59,773,Retail,Hyderabad,Normal
4096,15657957,2024-06-19 15:00:00,Transfer,191.4,32,1004.34,940,Online,Delhi,Normal
4097,15738166,2024-06-19 16:00:00,Deposit,1678.3,48,13460.69,2520,Travel,Delhi,Normal
4098,15744553,2024-06-19 17:00:00,Deposit,1087.19,10,532.35,2637,Online,Mumbai,Normal
4099,15634719,2024-06-19 18:00:00,Withdrawal,56.09,1,2617.3,1915,Bills,Bangalore,Normal
4100,15624347,2024-06-19 19:00:00,Withdrawal,1387.51,5,355.45,1775,Bills,Chennai,Normal
4101,15697318,2024-06-19 20:00:00,Deposit,5678.08,3,91.7,2153,Bills,Mumbai,Normal
4102,15803801,2024-06-19 21:00:00,Payment,1313.9,49,10239.07,276,Bills,Bangalore,Normal
4103,15589496,2024-06-19 22:00:00,Transfer,3556.59,27,6651.03,1881,Bills,Delhi,Normal
4104,15622192,2024-06-19 23:00:00,Deposit,10938.17,22,4738.71,2657,Online,Chennai,Normal
4105,15641640,2024-06-20 00:00:00,Payment,5916.9,18,8015.58,2390,Bills,Delhi,Normal
4106,15760570,2024-06-20 01:00:00,Deposit,2509.57,16,6495.13,605,Food,Delhi,Normal
4107,15619343,2024-06-20 02:00:00,Transfer,2329.81,2,4167.84,1645,Food,Hyderabad,Normal
4108,15720649,2024-06-20 03:00:00,Transfer,3041.6,47,7518.23,2420,Retail,Bangalore,Normal
4109,15688337,2024-06-20 04:00:00,Withdrawal,974.25,13,1982.44,2792,Travel,Mumbai,Normal
4110,15630241,2024-06-20 05:00:00,Withdrawal,5025.62,45,3218.57,1235,Food,Hyderabad,Normal
4111,15613085,2024-06-20 06:00:00,Withdrawal,2263.99,16,5989.99,1013,Retail,Bangalore,Normal
4112,15663770,2024-06-20 07:00:00,Withdrawal,9565.07,8,354.44,2803,Online,Bangalore,Normal
4113,15757777,2024-06-20 08:00:00,Transfer,7064.27,43,7825.94,2709,Travel,Bangalore,Normal
4114,15759966,2024-06-20 09:00:00,Payment,4714.63,8,682.35,2476,Bills,Chennai,Normal
4115,15606267,2024-06-20 10:00:00,Payment,2264.37,10,7996.35,2791,Bills,Hyderabad,Normal
4116,15724307,2024-06-20 11:00:00,Payment,1178.18,33,1491.99,953,Online,Mumbai,Normal
4117,15775067,2024-06-20 12:00:00,Deposit,7483.94,31,1582.75,321,Travel,Hyderabad,Normal
4118,15706706,2024-06-20 13:00:00,Withdrawal,3331.64,12,307.3,2131,Food,Delhi,Normal
4119,15791131,2024-06-20 14:00:00,Withdrawal,1272.85,9,8682.71,1409,Travel,Bangalore,Normal
